store,date,weekly_sales,holiday_flag,temperature,fuel_price,cpi,unemployment,year,month,week,adj_weekly_sales
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,2011,1,2,0.8943906657858741
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,2011,1,3,0.8534918063378586
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,2011,1,4,0.8467366140911039
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,2011,2,5,1.033026656128943
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,2011,2,6,1.0606652686167277
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,2011,2,7,1.084601938200746
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,2011,2,8,0.9366897887539877
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,2011,3,9,1.0520805417876358
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,2011,3,10,0.9986672571199408
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,2011,3,11,1.013858519799895
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,2011,3,12,0.9908941414882674
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,2011,4,13,0.9612929816646063
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,2011,4,14,1.0379324264995675
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,2011,4,15,1.0029735152780648
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,2011,4,16,1.006143915119892
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,2011,4,17,0.9355905608653466
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,2011,5,18,1.0476619168832049
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,2011,5,19,1.0318345758608436
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,2011,5,20,0.9183121996797569
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,2011,5,21,0.9426350093959255
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,2011,6,22,1.0513186134609378
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,2011,6,23,1.0216580039384695
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,2011,6,24,0.9851153684293947
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,2011,6,25,0.9251353996557223
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,2011,7,26,0.9570964861939513
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,2011,7,27,0.9868737704119153
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,2011,7,28,0.9356093872462797
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,2011,7,29,0.8981925016726244
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,2011,7,30,0.869446887698334
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,2011,8,31,1.0444421878082768
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,2011,8,32,0.9806352491577356
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,2011,8,33,0.984245143403907
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,2011,8,34,0.941764925825486
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,2011,9,35,0.9967624941711701
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,2011,9,36,0.9904883326746706
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,2011,9,37,0.9736349538914557
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,2011,9,38,0.887321970574114
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,2011,9,39,0.8966718663364579
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,2011,10,40,1.0486898257085568
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,2011,10,41,0.9603035550420836
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,2011,10,42,0.9661140461805817
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,2011,10,43,0.9292626335910595
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,2011,11,44,1.0912804168030632
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,2011,11,45,1.0255098056060363
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,2011,11,46,0.9898533666833227
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,2011,11,47,1.3073794161300674
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,2011,12,48,1.0185303235211365
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,2011,12,49,1.157155261081137
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,2011,12,50,1.2095542551867369
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,2011,12,51,1.4596804206234286
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,2011,12,52,0.9628348223984222
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,2012,1,1,0.9968529611041375
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,2012,1,2,0.9384906979784305
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,2012,1,3,0.8965638525477643
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,2012,1,4,0.8482966575176868
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,2012,2,5,1.0521295623915408
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,2012,2,6,1.1589524153170334
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,2012,2,7,1.1701354463356635
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,2012,2,8,0.9897917244312717
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,2012,3,9,1.0856165438218115
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,2012,3,10,1.0772645234062204
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,2012,3,11,1.0785772391111597
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,2012,3,12,0.9715827562040253
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,2012,3,13,1.0606586459485714
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,2012,4,14,1.22144947379337
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,2012,4,15,1.042286895109958
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,2012,4,16,0.9783403210377215
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,2012,4,17,0.9444878776314071
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,2012,5,18,1.0831084365146946
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,2012,5,19,1.0358984958026531
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,2012,5,20,1.0261289800702083
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,2012,5,21,1.000115833968704
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,2012,6,22,1.0445025183862466
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,2012,6,23,1.0912813041120006
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,2012,6,24,1.0484435974784228
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,2012,6,25,0.982370465371935
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,2012,6,26,0.9904563445444992
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,2012,7,27,1.1379763870279913
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,2012,7,28,0.9818356559843421
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,2012,7,29,0.963151193043037
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,2012,7,30,0.9253241521279464
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,2012,8,31,1.0487835975458275
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,2012,8,32,1.0238837669697893
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,2012,8,33,1.0273931895532353
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,2012,8,34,0.9606870589665215
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,2012,8,35,1.0172440149017479
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,2012,9,36,1.0684789882769505
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,2012,9,37,0.9756726074280424
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,2012,9,38,0.9684051550143
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,2012,9,39,0.9239967572468902
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,2012,10,40,1.0742777707953395
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,2012,10,41,1.0114504083521605
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,2012,10,42,0.969654273815616
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,2012,10,43,0.960389591860139
2,2010-02-05,2136989.46,0,40.19,2.572,210.7526053,8.324,2010,2,5,1.1096912776737053
2,2010-02-12,2137809.5,1,38.49,2.548,210.8979935,8.324,2010,2,6,1.1101171062762216
2,2010-02-19,2124451.54,0,39.69,2.514,210.9451605,8.324,2010,2,7,1.1031806136182212
2,2010-02-26,1865097.27,0,46.1,2.561,210.9759573,8.324,2010,2,8,0.9685036876747347
2,2010-03-05,1991013.13,0,47.17,2.625,211.0067542,8.324,2010,3,9,1.0338890038768949
2,2010-03-12,1990483.78,0,57.56,2.667,211.037551,8.324,2010,3,10,1.033614124150611
2,2010-03-19,1946070.88,0,54.52,2.72,210.8733316,8.324,2010,3,11,1.010551489229522
2,2010-03-26,1750197.81,0,51.26,2.732,210.6766095,8.324,2010,3,12,0.9088389439041132
2,2010-04-02,2066187.72,0,63.27,2.719,210.4798874,8.2,2010,4,13,1.0729255028335611
2,2010-04-09,1954689.21,0,65.41,2.77,210.2831653,8.2,2010,4,14,1.0150267970436813
2,2010-04-16,1874957.94,0,68.07,2.808,210.1495463,8.2,2010,4,15,0.9736241151245821
2,2010-04-23,1821990.93,0,65.11,2.795,210.1000648,8.2,2010,4,16,0.946119520412423
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,2010,4,17,0.9359724990189895
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,2010,5,18,1.0606674248748247
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,2010,5,19,0.9766330290446247
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,2010,5,20,0.9850374059241517
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,2010,5,21,1.0162858796444676
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,2010,6,22,1.0918024000369582
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,2010,6,23,1.0518173985575077
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,2010,6,24,1.0394057234055387
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,2010,6,25,1.0073611552094102
2,2010-07-02,2003940.64,0,82.74,2.669,210.8803726,8.099,2010,7,26,1.040601973387301
2,2010-07-09,1880902.62,0,82.59,2.642,210.7657317,8.099,2010,7,27,0.97671105573334
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,2010,7,28,0.9585244761091012
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,2010,7,29,0.9252065295931635
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,2010,7,30,0.9369050545192098
2,2010-08-06,1991909.98,0,89.53,2.627,211.1608049,8.099,2010,8,31,1.034354718210545
2,2010-08-13,1895601.05,0,89.05,2.692,211.2951413,8.099,2010,8,32,0.9843436247617794
2,2010-08-20,1964335.23,0,88.7,2.664,211.2596586,8.099,2010,8,33,1.0200357615044915
2,2010-08-27,1863840.49,0,87.12,2.619,211.2241759,8.099,2010,8,34,0.9678510696669909
2,2010-09-03,1904608.09,0,81.83,2.577,211.1886931,8.099,2010,9,35,0.9890207810663586
2,2010-09-10,1839128.83,1,79.09,2.565,211.1532104,8.099,2010,9,36,0.9550188521609494
2,2010-09-17,1793903.6,0,82.05,2.582,211.1806415,8.099,2010,9,37,0.9315343922695154
2,2010-09-24,1724557.22,0,81.79,2.624,211.2552578,8.099,2010,9,38,0.8955243536312123
2,2010-10-01,1827440.43,0,69.24,2.603,211.3298742,8.163,2010,10,39,0.948949325018798
2,2010-10-08,1849921.44,0,63.19,2.633,211.4044906,8.163,2010,10,40,0.9606232154039641
2,2010-10-15,1794355.49,0,65.8,2.72,211.4713286,8.163,2010,10,41,0.9317690487340671
2,2010-10-22,1737947.64,0,68.5,2.725,211.5187208,8.163,2010,10,42,0.9024777020480022
2,2010-10-29,1802755.11,0,66.24,2.716,211.5661131,8.163,2010,10,43,0.9361307852911458
2,2010-11-05,1939061.41,0,57.85,2.689,211.6135053,8.163,2010,11,44,1.0069116267661313
2,2010-11-12,1916812.74,0,59.69,2.728,211.6608975,8.163,2010,11,45,0.9953583853950483
2,2010-11-19,1956739.17,0,50.81,2.771,211.5470304,8.163,2010,11,46,1.0160912958510735
2,2010-11-26,2658725.29,1,62.98,2.735,211.4062867,8.163,2010,11,47,1.3806171341825397
2,2010-12-03,2015781.27,0,49.33,2.708,211.265543,8.163,2010,12,48,1.0467505501955188
2,2010-12-10,2378726.55,0,45.5,2.843,211.1247993,8.163,2010,12,49,1.2352199923839893
2,2010-12-17,2609166.75,0,47.55,2.869,211.0645458,8.163,2010,12,50,1.3548824824205028
2,2010-12-24,3436007.68,0,49.97,2.886,211.0646599,8.163,2010,12,51,1.7842426571986296
2,2010-12-31,1750434.55,1,47.3,2.943,211.064774,8.163,2010,12,52,0.9089618777407061
2,2011-01-07,1758050.79,0,44.69,2.976,211.0648881,8.028,2011,1,1,0.9129168224209994
2,2011-01-14,1744193.58,0,33.02,2.983,211.1176713,8.028,2011,1,2,0.9057210802997945
2,2011-01-21,1751384.9,0,41.4,3.016,211.4864691,8.028,2011,1,3,0.9094553734389662
2,2011-01-28,1695371.68,0,42.83,3.01,211.8552668,8.028,2011,1,4,0.8803689493681529
2,2011-02-04,1929346.23,0,38.25,2.989,212.2240646,8.028,2011,2,5,1.0018667490496873
2,2011-02-11,2168041.61,1,33.19,3.022,212.5928624,8.028,2011,2,6,1.1258159711516111
2,2011-02-18,2080884.82,0,57.83,3.045,212.9033115,8.028,2011,2,7,1.0805573812224691
2,2011-02-25,1833511.08,0,60.8,3.065,213.190421,8.028,2011,2,8,0.9521016790574603
2,2011-03-04,1981607.78,0,57.77,3.288,213.4775305,8.028,2011,3,9,1.0290050140146012
2,2011-03-11,1879107.31,0,52.7,3.459,213.7646401,8.028,2011,3,10,0.9757787910287118
2,2011-03-18,1902557.66,0,62.32,3.488,214.0156238,8.028,2011,3,11,0.9879560381983798
2,2011-03-25,1766162.05,0,69.42,3.473,214.2521573,8.028,2011,3,12,0.9171288200192204
2,2011-04-01,1800171.36,0,55.43,3.524,214.4886908,7.931,2011,4,13,0.9347891011638457
2,2011-04-08,1847552.61,0,67.0,3.622,214.7252242,7.931,2011,4,14,0.9593931344707191
2,2011-04-15,1856467.84,0,69.48,3.743,214.9420631,7.931,2011,4,15,0.9640226158765164
2,2011-04-22,1886339.6,0,69.39,3.807,215.1096657,7.931,2011,4,16,0.9795343589811185
2,2011-04-29,1745545.28,0,69.21,3.81,215.2772683,7.931,2011,4,17,0.9064229881604123
2,2011-05-06,1837743.6,0,61.48,3.906,215.4448709,7.931,2011,5,18,0.95429953291425
2,2011-05-13,1838513.07,0,74.61,3.899,215.6124735,7.931,2011,5,19,0.9546991016362367
2,2011-05-20,1688281.86,0,67.14,3.907,215.3834778,7.931,2011,5,20,0.8766873629300633
2,2011-05-27,1797732.56,0,76.42,3.786,215.1544822,7.931,2011,5,21,0.9335226863599138
2,2011-06-03,1933756.21,0,83.07,3.699,214.9254865,7.931,2011,6,22,1.0041567539525265
2,2011-06-10,1929153.16,0,83.4,3.648,214.6964908,7.931,2011,6,23,1.0017664920765057
2,2011-06-17,1953771.99,0,86.53,3.637,214.6513538,7.931,2011,6,24,1.0145505050203654
2,2011-06-24,1790925.8,0,85.17,3.594,214.7441108,7.931,2011,6,25,0.9299880867081127
2,2011-07-01,1866243.0,0,85.69,3.524,214.8368678,7.852,2011,7,26,0.969098639877994
2,2011-07-08,1853161.99,0,87.7,3.48,214.9296249,7.852,2011,7,27,0.9623059612186606
2,2011-07-15,1785187.29,0,89.83,3.575,215.0134426,7.852,2011,7,28,0.9270082056122821
2,2011-07-22,1743816.41,0,89.34,3.651,215.0749122,7.852,2011,7,29,0.9055252242756846
2,2011-07-29,1680693.06,0,90.07,3.682,215.1363819,7.852,2011,7,30,0.8727466672337868
2,2011-08-05,1876704.26,0,93.34,3.684,215.1978515,7.852,2011,8,31,0.9745309404076733
2,2011-08-12,1812768.26,0,91.58,3.638,215.2593211,7.852,2011,8,32,0.9413303922265203
2,2011-08-19,1844094.59,0,89.86,3.554,215.3229307,7.852,2011,8,33,0.9575974613034676
2,2011-08-26,1821139.91,0,90.45,3.523,215.386897,7.852,2011,8,34,0.9456776045823253
2,2011-09-02,1809119.7,0,89.64,3.533,215.4508632,7.852,2011,9,35,0.9394357758590305
2,2011-09-09,1748000.65,1,77.97,3.546,215.5148295,7.852,2011,9,36,0.9076980073982056
2,2011-09-16,1691439.52,0,78.85,3.526,215.6944378,7.852,2011,9,37,0.8783270658043391
2,2011-09-23,1669299.78,0,75.58,3.467,216.0282356,7.852,2011,9,38,0.8668303893687128
2,2011-09-30,1650394.44,0,78.14,3.355,216.3620333,7.852,2011,9,39,0.8570132651890475
2,2011-10-07,1837553.43,0,69.92,3.285,216.6958311,7.441,2011,10,40,0.9542007818468135
2,2011-10-14,1743882.19,0,71.67,3.274,217.0048261,7.441,2011,10,41,0.9055593823722086
2,2011-10-21,1834680.25,0,64.53,3.353,217.1650042,7.441,2011,10,42,0.9527088031333637
2,2011-10-28,1769296.25,0,65.87,3.372,217.3251824,7.441,2011,10,43,0.9187563406352953
2,2011-11-04,1959707.9,0,55.53,3.332,217.4853605,7.441,2011,11,44,1.0176328915624384
2,2011-11-11,1920725.15,0,59.33,3.297,217.6455387,7.441,2011,11,45,0.9973900132214594
2,2011-11-18,1902762.5,0,62.01,3.308,217.8670218,7.441,2011,11,46,0.9880624070717756
2,2011-11-25,2614202.3,1,56.36,3.236,218.1130269,7.441,2011,11,47,1.3574973319636958
2,2011-12-02,1954952.0,0,48.74,3.172,218.3590319,7.441,2011,12,48,1.0151632580680887
2,2011-12-09,2290549.32,0,41.76,3.158,218.605037,7.441,2011,12,49,1.189431510572559
2,2011-12-16,2432736.52,0,50.13,3.159,218.8217928,7.441,2011,12,50,1.2632661731154649
2,2011-12-23,3224369.8,0,46.66,3.112,218.9995495,7.441,2011,12,51,1.6743437953383775
2,2011-12-30,1874226.52,1,44.57,3.129,219.1773063,7.441,2011,12,52,0.9732443049245281
2,2012-01-06,1799520.14,0,46.75,3.157,219.355063,7.057,2012,1,1,0.934450937046814
2,2012-01-13,1744725.48,0,45.99,3.261,219.5328198,7.057,2012,1,2,0.9059972841845785
2,2012-01-20,1711769.11,0,51.7,3.268,219.6258417,7.057,2012,1,3,0.8888837714521445
2,2012-01-27,1660906.14,0,50.5,3.29,219.7188636,7.057,2012,1,4,0.8624717580931364
2,2012-02-03,1935299.94,0,55.21,3.36,219.8118854,7.057,2012,2,5,1.0049583787373688
2,2012-02-10,2103322.68,1,46.98,3.409,219.9049073,7.057,2012,2,6,1.0922088647687025
2,2012-02-17,2196688.46,0,43.82,3.51,220.0651993,7.057,2012,2,7,1.1406916456333314
2,2012-02-24,1861802.7,0,54.63,3.555,220.275944,7.057,2012,2,8,0.96679289047095
2,2012-03-02,1952555.66,0,58.79,3.63,220.4866886,7.057,2012,3,9,1.013918891801378
2,2012-03-09,1937628.26,0,57.11,3.669,220.6974332,7.057,2012,3,10,1.006167423725187
2,2012-03-16,1976082.13,0,63.68,3.734,220.8498468,7.057,2012,3,11,1.0261356664004684
2,2012-03-23,1790439.16,0,64.01,3.787,220.9244858,7.057,2012,3,12,0.9297353853385106
2,2012-03-30,1857480.84,0,66.83,3.845,220.9991248,7.057,2012,3,13,0.9645486443316513
2,2012-04-06,2129035.91,0,68.43,3.891,221.0737638,6.891,2012,4,14,1.1055611753841315
2,2012-04-13,1935869.1,0,68.08,3.891,221.1484028,6.891,2012,4,15,1.0052539309145896
2,2012-04-20,1847344.45,0,65.69,3.877,221.2021074,6.891,2012,4,16,0.9592850415948839
2,2012-04-27,1764133.09,0,67.2,3.814,221.255812,6.891,2012,4,17,0.9160752260465347
2,2012-05-04,1923957.09,0,76.73,3.749,221.3095166,6.891,2012,5,18,0.9990682880539262
2,2012-05-11,1917520.99,0,73.87,3.688,221.3632212,6.891,2012,5,19,0.995726163927476
2,2012-05-18,2000940.67,0,71.27,3.63,221.380331,6.891,2012,5,20,1.0390441554361154
2,2012-05-25,1912791.09,0,78.19,3.561,221.3828029,6.891,2012,5,21,0.9932700316570489
2,2012-06-01,1910092.37,0,78.38,3.501,221.3852748,6.891,2012,6,22,0.9918686461561191
2,2012-06-08,2010216.49,0,78.69,3.452,221.3877467,6.891,2012,6,23,1.0438608832393828
2,2012-06-15,1962924.3,0,80.56,3.393,221.4009901,6.891,2012,6,24,1.0193030968172225
2,2012-06-22,1887733.21,0,81.04,3.346,221.4411622,6.891,2012,6,25,0.9802580297761437
2,2012-06-29,1881046.12,0,86.32,3.286,221.4813343,6.891,2012,6,26,0.9767855721038354
2,2012-07-06,2041507.4,0,84.2,3.227,221.5215064,6.565,2012,7,27,1.0601095594951246
2,2012-07-13,1830075.13,0,80.17,3.256,221.5616784,6.565,2012,7,28,0.9503174663522077
2,2012-07-20,1819666.46,0,83.23,3.311,221.5701123,6.565,2012,7,29,0.9449124746443011
2,2012-07-27,1757923.88,0,86.37,3.407,221.5785461,6.565,2012,7,30,0.912850920869922
